title,link,price,rating,Number of Reviews
"HONOR Magic Pad 3 13.3"" Tablet with Magic Pencil & Smart Keyboard, 16GB RAM 512GB Storage, 165Hz 3.2K Eye Comfort Display, Snapdragon 8 Gen 3, 12450mAh Battery, 8 Speakers, PC-Level Productivity, Gray ",https://www.amazon.sa//-/en/HONOR-Keyboard-Snapdragon-12450mAh-Productivity/dp/B0FMY8QNNX,,4.4,(110)
Lenovo Tab One Tablet | 8.7 Inch 1340 x 800 LCD Display | MediaTek Helio G85 | 4GB RAM | 64GB Memory | Android 14 | Luna Grey | Includes Folio Case ,https://www.amazon.sa//-/en/Lenovo-Tab-One-Display-MediaTek/dp/B0F5WZRFFT,,4.4,(110)
"Tablet 2026 World's First Android 16 Tablet with Gemini AI, 11 Inch FHD Display, 24GB RAM 128GB ROM /2TB TF, T7250 CPU+13MP Camera, 8000mAh, Widevine L1, 2 in 1 Tablets with Stylus ",https://www.amazon.sa//-/en/Android-Display-8000mAh-Widevine-Tablets/dp/B0F137P9DJ,,4.4,(110)
"Lenovo Idea Tab, 11 INCH, 2.5K, 2560x1600, LUNA GREY, MediaTek® Dimensity 6300 OC, 8GB Ram, 256GB Storage, WIFI, 7040 mAh Battery, with Folio Case and Pen, TB336FU, ZAFR0843SA ",https://www.amazon.sa//-/en/Lenovo-2560x1600-MediaTek%C2%AE-TB336FU-ZAFR0843SA/dp/B0FRNB54XY,,4.4,(110)
"TABWEE T60 Android 16 Tablet with Keyboard, 12.2 Inch QHD+ Display (1600x2400), 48GB RAM 256GB ROM, 10000mAh Battery, 4G Tablet with SIM Card Slot, 16MP Camera, Gemini AI, GPS (4-Year Warranty） ",https://www.amazon.sa//-/en/TABWEE-T60-Keyboard-1600x2400-Warranty%EF%BC%89/dp/B0FVL67HHY,,4.4,(110)
Redmi Pad 2 9.7 Graphite Gray 4GB RAM 64GB WiFi Inbox Cover - Global Version ,https://www.amazon.sa//-/en/Redmi-Graphite-Gray-Inbox-Cover/dp/B0GXZF1HDJ,,4.4,(110)
"Microsoft (Refurbished) Surface Pro X 2-In-1 Laptop - Detachable Tablet Wifi, Sq2, 13Inch Pixel Sense, 256Gb Ssd, 16Gb Ram, Windows 11 (Platinum) - [E8H-00008] ",https://www.amazon.sa//-/en/Microsoft-Refurbished-Surface-Pro-Laptop/dp/B0DTV83QMQ,,4.4,(110)
"Samsung Galaxy Tab A11, Wifi, Android Tablet, Silver, 8GB RAM, 128GB Storage, 8.7"" Screen (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Galaxy-Android-Storage-Version/dp/B0FQ5Y68YS,,4.4,(110)
"HONOR Pad 9 5G, 12.1"", 128GB 8GB Ram, Space Grey ",https://www.amazon.sa//-/en/HONOR-12-1-128GB-Space-Grey/dp/B0H2MZ9ZKV,,4.4,(110)
"Samsung Galaxy Tab S10+, AI Tablet, Android Tablet, WIFI, 12GB RAM, 256GB Storage, AMOLED Display, Anti-reflection, Durable, S Pen Included, Moonstone Gray (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Android-Anti-reflection-Included-Moonstone/dp/B0DJD3W51Q,,4.4,(110)
"Samsung Galaxy Tab A11+, 27.82 cm (11 inch) Display, 8 GB RAM, 256 GB Storage, 90Hz Refresh Rate, AI with Google Gemini, Dolby Atmos, Quad Speakers, Wi-Fi + 5G Tablet | International Version (Gray) ",https://www.amazon.sa//-/en/Samsung-Display-Storage-Speakers-International/dp/B0G1C5TGDS,,4.4,(110)
"XIAOMI Redmi Pad 2 Pro, 8 + 256 GB, 12.1"" 2.5K 120 Hz, giant 12,000 mAh battery (typical), 4 nm processor, continuous connectivity, graphite grey, WiFi ",https://www.amazon.sa//-/en/battery-processor-continuous-connectivity-graphite/dp/B0FY1YG466,,4.4,(110)
"HONOR MagicPad 4 12+ 256 GB Wi-Fi with Keyboard & Stylus (In box), Grey - Middle East Version ",https://www.amazon.sa//-/en/HONOR-MagicPad-Wi-Fi-Keyboard-Stylus/dp/B0GXC3RHX4,,4.4,(110)
"Lenovo Tab One with Clear Case, 9"" HD (1340x800) IPS 480nits Anti-fingerprint, Touch display, MediaTek Helio G85 processor, 4GB RAM, 128GB, Android 14 - [ZAF00123AE], Luna Grey ",https://www.amazon.sa//-/en/Lenovo-1340x800-Anti-fingerprint-MediaTek-processor/dp/B0FG1NN154,,4.4,(110)
"TABWEE T90 Android 16 Tablet - 11 Inch FHD Display, 24GB RAM+128GB ROM /2TB TF, 13MP Camera, 8000mAh, Widevine L1, Gemini AI, GPS, Tablet with Keyboard and Pen ",https://www.amazon.sa//-/en/TABWEE-T90-Android-16-Tablet/dp/B0FH22N7GK,,4.5,(1K)
"Apple iPad 11-inch: A16 chip, 11-inch Model, Liquid Retina Display, 256GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life — Silver ",https://www.amazon.sa//-/en/Apple-iPad-11-inch-Display-All-Day/dp/B0DZ7X7MKF,,4.5,(1K)
"Samsung Galaxy Tab A11+, WiFi, Android Tablet, Silver, 8GB RAM, 256GB Storage, 11"" Screen (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Galaxy-Android-Storage-Version/dp/B0FZBHD6YK,,4.5,(1K)
"Xiaomi Pad 7 8+ 256GB Mi Tablet, Display 12.1 Inches, Standby Time up to 33.9 Days, Blue ",https://www.amazon.sa//-/en/Xiaomi-Tablet-Display-Inches-Standby/dp/B0F4254MG1,,4.5,(1K)
"10 Inch Android 13 Tablet 12GB RAM+128GB ROM/1TB Expandable Tablet, 2024 Newest 2 in 1 Tablet with Keyboard Case, Mouse Pen, Quad-Core CPU 2.0 ",https://www.amazon.sa//-/en/Android-Tablet-Expandable-Keyboard-Quad-Core/dp/B0CGWTH8YH,,4.5,(1K)
"HONOR Pad 10 12.1"" 2.5K Tablet (120Hz Eye-Care Display), Snapdragon 7 Gen 3, 10100mAh Battery, Android 15 Wi-Fi Tablet – High-Performance Entertainment & Productivity Pad ",https://www.amazon.sa//-/en/HONOR-Eye-Care-Display-Snapdragon-10100mAh/dp/B0FBC5FXBP,,4.5,(1K)
"Samsung Galaxy Tab A11, LTE, Android Tablet, Silver, 8GB RAM, 128GBB Storage, 8.7"" Screen (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Galaxy-Android-Storage-Version/dp/B0FQ5TMJKV,,4.5,(1K)
"Samsung Galaxy Tab A11+, WiFi, Android Tablet, Gray, 8GB RAM, 256GB Storage, 11"" Screen (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Galaxy-Android-Storage-Version/dp/B0FZBCS7DQ,,4.5,(1K)
"HUAWEI MatePad 11.5 S (2026) Tablet, Ultra-Clear PaperMatte Display, 12GB + 256GB, 8800 mAh Battery, 40W SuperCharge, inbox Detachable Keyboar, Green, Amazon-Exclusive 12-Month Care+ ",https://www.amazon.sa//-/en/HUAWEI-Ultra-Clear-PaperMatte-SuperCharge-Amazon-Exclusive/dp/B0G52MP7XN,,4.5,(1K)
"TCL TAB11 FE Ares-11 4GB RAM 128GB ROM 6000mAh 11-Inch FHD Android 14 Tablet with Flip Case, Grey ",https://www.amazon.sa//-/en/TCL-Ares-11-6000mAh-11-Inch-Android/dp/B0FQ5VM7V8,,4.5,(1K)
"Samsung Galaxy Tab S10 FE+ Plus with S-Pen, 128GB, 8GB RAM, Wi-Fi Only, 13"" LCD, 6E WiFi Tablet, Android 15, 4K Camera, International Model X620, 25W Fast Charger ",https://www.amazon.sa//-/en/Samsung-Galaxy-Android-International-Charger/dp/B0DYPPG924,,4.5,(1K)
"Samsung Galaxy Tab A11+ 128 Gb 27.9 Cm (11"") 8 Gb Wi-Fi 5, W129274304 (Cm (11) 8 Gb Wi-Fi 5 (802.11Ac) Grey) ",https://www.amazon.sa//-/en/Samsung-Galaxy-Wi-Fi-W129274304-802-11Ac/dp/B0G4827DCM,,4.5,(1K)
Redmi Pad 2 9.7 Graphite Gray 4GB RAM 128GB WiFi Inbox Cover - Global Version ,https://www.amazon.sa//-/en/Redmi-Graphite-128GB-Inbox-Cover/dp/B0GXZQMJRB,,4.5,(1K)
"TABWEE 2026 Upgrade Android 16 Tablet 11 inch, 1920x1200 FHD Display, 24GB RAM + 256GB ROM, Dual 4G LTE + 5G WiFi, Octa Core, 8000mAh Battery, Camera 16MP + 8MP, Gemini AI, WideVine L1, TÜV, GPS ",https://www.amazon.sa//-/en/TABWEE-Upgrade-Tablet-1920x1200-WideVine/dp/B0DZ62HK83,,4.5,(1K)
"Samsung Galaxy Tab S10+, AI Tablet, Android Tablet, WIFI, 12GB RAM, 256GB Storage, AMOLED Display, Anti-reflection, Durable, S Pen Included, Platinum Silver (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Android-Anti-reflection-Included-Platinum/dp/B0DJD44SQ3,,4.5,(1K)
"Apple iPad Air 11-inch (M4): Liquid Retina Display, 128GB, 12MP Front/Back Camera, Wi-Fi 7 with Apple N1, Touch ID, All-Day Battery Life — Space Grey ",https://www.amazon.sa//-/en/Apple-iPad-Air-11-inch-M4/dp/B0GQVBJ3KT,,4.5,(1K)
"HONOR Pad 10 WiFi Tablet 12.1 Inch 120Hz 2.5K HONOR Eye Comfort Display 256 GB/8 GB RAM 10100 mAh Tablet, 4nm Snapdragon 7 Gen 3 with 6 Speakers, AI Efficiency, Android 15+ Bluetooth, Grey ",https://www.amazon.sa//-/en/HONOR-Snapdragon-Speakers-Efficiency-Bluetooth/dp/B0FC2TF8MP,,4.5,(1K)
"HONOR Pad X9a LTE Tablet 11.5"" 120Hz Display, 8GB RAM + 128GB Storage, Snapdragon 685, 8300mAh Battery, 35W Fast Charging, Stylus Support, Grey, Android 15, (2025 Model) ",https://www.amazon.sa//-/en/HONOR-Display-Storage-Snapdragon-Charging/dp/B0F54TX745,,4.5,(1K)
"Microsoft Surface Pro 7 12.3 Inch Tablet (Platinum) - Intel 10th Generation Quad Core i5, 8GB RAM, 128GB SSD, Windows 10 Home, 2019 Edition ",https://www.amazon.sa//-/en/Microsoft-Surface-12-3-Tablet-Platinum/dp/B07Y5M67K7,,4.5,(1K)
HONOR Pad X8a 4+128G Wi-Fi(with Flip Cover) ,https://www.amazon.sa//-/en/HONOR-128G-Wi-Fi-Flip-Cover/dp/B0DC6JBDFG,,4.5,(1K)
"XIAOMI Pad 7 Ai WiFi Version Global (No Calls or Text) 11.2 inches 3.2K 144Hz 8850mAh Bluetooth 5.4 Four Speakers 13 Mp Model 2410CRP4CG (Green, 256GB + 8GB) ",https://www.amazon.sa//-/en/Version-8850mAh-Bluetooth-Speakers-2410CRP4CG/dp/B0DY6TW5QQ,,4.5,(1K)
"Dell 12.3"" Latitude 7200 Multi-Touch 2-in-1 Laptop - 12.3"" FHD AG - 1.9GHz Intel Core i7-8665U Quad-Core - 16GB RAM | 256GB SSD - Win10 pro - Keyboard Included (Renewed) ",https://www.amazon.sa//-/en/Dell-Latitude-7200-Multi-Touch-Laptop/dp/B09P89DJG3,,4.5,(1K)
"10.1"" inches Smart Tablet PC | 17 Air Tab pro max | Wireless Keyboard | RAM 24GB + ROM 1TB | Dual Sim Cards Support (orange) ",https://www.amazon.sa//-/en/17-Air-Tab-pro-Wireless/dp/B0G6VQGV4H,,4.5,(1K)
"Samsung Galaxy Tab S10 FE, WIFI Android Tablet, 12GB RAM, 256GB Storage, 10.9” Screen, 90Hz Display, S Pen Included, IP68, Long Battery Life, Gray (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Android-Storage-Display-Included/dp/B0F4R1437S,,4.5,(1K)
"Samsung Galaxy Tab S10 Lite, 6GB RAM, 128GB, 2TB Expand, Long Battery Life, 10.9” LCD, S Pen for Note-Taking, Exynos 1380, Circle to Search, AI Tools, Gray ",https://www.amazon.sa//-/en/Samsung-Galaxy-Expand-Battery-Note-Taking/dp/B0FF5JJ3CP,,4.6,(797)
"TABWEE T80 Android 15 Touch Tablet - 18GB+128GB (2TB TF Expandable), 10-inch Tablet, 6000mAh Battery, 5MP Camera, Gemini AI 3.1 Pro, 5G WiFi, GPS, Face ID, Tablet with Keyboard, Mouse, Case & Stylus | Android 15 tablet 10 inches, 6000 mAh, 5MP + 2MP, supports Gemini AI, 5G WiFi, GPS, Face ID ",https://www.amazon.sa//-/en/TABWEE-T80-Android-Touch-Tablet/dp/B0F9SKGRRT,,4.6,(797)
"Lenovo Tab, 10-inch, LUNA GREY, MediaTek® G85 OC 2.0GHz, 4GB Ram, 128GB Storage, WIFI, 5100 mAh Battery, TB311FU,with Clear Case, ZAEH0045SA ",https://www.amazon.sa//-/en/Lenovo-10-inch-MediaTek%C2%AE-TB311FU-ZAEH0045SA/dp/B0DQQ8LLJY,,4.6,(797)
"AGM PAD T2 Tablet Android 14, FHD 1920x1200 Display, 4GB RAM, 256GB ROM (TF 512GB),GPS/Type-C/8000mAh Battery/Dual SIM 4G LTE/5G Hz WIFI/Face ID ",https://www.amazon.sa//-/en/AGM-PAD-T2-Android-1920x1200/dp/B0DGX4MK98,,4.6,(797)
"Lenovo Legion Tab, 8-inch, ECLIPSE BLACK, Qualcomm® Snapdragon™ 8 Gen3 OC 3.3GHz, 12GB Ram, 256GB Storage, WIFI, 6550mAh Battery, TB321FU,with Folio Case and Glass Film, ZAEF0032SA ",https://www.amazon.sa//-/en/Lenovo-Qualcomm%C2%AE-SnapdragonTM-TB321FU-ZAEF0032SA/dp/B0DQQ5YP7C,,4.6,(797)
XPPen 3 in 1 Color Digital Notebook 10.95'' Paper Note Taking Tablet with 16384 Pressure Levels Battey-Free X3 Pro Pencil 2 Magnetic Folio 6+128GB Magic Note Pad for Writing/Reading/Meeting/Study ,https://www.amazon.sa//-/en/XPPen-Notebook-Pressure-Battey-Free-Magnetic/dp/B0DX234NWP,,4.6,(797)
"Lenovo Tab, 10-inch, LUNA GREY, MediaTek® G85 OC 2.0GHz, 4GB Ram, 128GB Storage, With Call Feature, 4G-LTE, 5100 mAh Battery, TB311XU,with Clear Case, ZAEJ0021SA ",https://www.amazon.sa//-/en/Lenovo-10-inch-MediaTek%C2%AE-TB311XU-ZAEJ0021SA/dp/B0DQQ9YPBK,,4.6,(797)
Lenovo Idea Tab Tablet | 11 Inch 2.5K 16:10 LCD Display | MediaTek Dimensity 6300 | 8GB RAM | 128GB Memory | Android 15 | Luna Grey | Includes Tab Pen ,https://www.amazon.sa//-/en/Lenovo-Idea-Tablet-Inch-2-5K/dp/B0F5X1Q29N,,4.6,(797)
"HONOR Pad X7 8.7"" Wi-Fi Tablet, 4GB RAM 128GB Storage, 90Hz Display, Snapdragon 680, Android 15, Gray with Cover Case (UAE Version) ",https://www.amazon.sa//-/en/HONOR-Storage-Display-Snapdragon-Android/dp/B0FKC36CC9,,4.6,(797)
"Lenovo Tab One, 8.7 INCH, LUNA GREY, MediaTek® G85 OC 2.0GHz, 4GB Ram, 128GB Storage, with Call Feature, 4G-LTE, 5100 mAh Battery,with Clear Case, TB305XU, ZAF10102SA ",https://www.amazon.sa//-/en/Lenovo-MediaTek%C2%AE-Storage-TB305XU-ZAF10102SA/dp/B0F93WMWKD,,4.6,(797)
"AGM PAD P2 Tablet Android 14,16(8+8) GB RAM+256GB ROM(2TB TF), Helio G99 Gaming Tablet with Case,4G Dual SIM, 5GHz WiFi, 7850mAh, 50MP+8MP/BT5.2/GPS/Type C/ 1920 * 1200 FHD Display/Compass ",https://www.amazon.sa//-/en/AGM-PAD-P2-Android-7850mAh/dp/B0F53F93H3,,4.6,(797)
"OnePlus Pad 4 WiFi Tablet, 12GB RAM + 512GB Storage, Snapdragon 8 Elite Gen 5, 13.2"" 3.4K 144Hz Display, Dune Glow ",https://www.amazon.sa//-/en/OnePlus-Tablet-Storage-Snapdragon-Display/dp/B0H2HPRM98,,4.6,(797)
"Tablet,10.1"" Android Tablet 8GB RAM 256GB ROM HD 1280x800 IPS Touchscreen,Dual SIM Card Slots,Dual Band WiFi,GMS,BT 5.0,Dual Camera (Gold) ",https://www.amazon.sa//-/en/SVMAN-Tablet-Android-1280x800-Touchscreen/dp/B0GCRGNTM6,,4.6,(797)
"10.1"" inches Smart Tablet PC | 17 Air Tab pro max | Wireless Keyboard | RAM 24GB + ROM 1TB | Dual Sim Cards Support | orange ",https://www.amazon.sa//-/en/17-Air-Tab-pro-Wireless/dp/B0G6V5W2LD,,4.6,(797)
"Apple iPad 11-inch: A16 chip, 11-inch Model, Liquid Retina Display, 256GB, Wi-Fi 6, 12MP Front/12MP Back Camera, Touch ID, All-Day Battery Life — Pink ",https://www.amazon.sa//-/en/Apple-iPad-11-inch-Display-All-Day/dp/B0DZ76W3HG,,4.6,(797)
"Samsung Galaxy Tab Active5 5G Enterprise Edition, Rugged Android Tablet, 8"" Display, 6GB RAM and 128GB Expandable Internal Memory, 5050mAh Battery, Green ",https://www.amazon.sa//-/en/Samsung-Active5-Enterprise-Expandable-Internal/dp/B0CS2HCBXX,,4.6,(797)
Lenovo Tab M11 Android Tablet | 11 Inch Full HD 1200p | 128 GB | Lenovo Tab Pen | WiFi | 4 GB RAM | Luna Grey | Designed for Portable Entertainment ,https://www.amazon.sa//-/en/Lenovo-Android-Designed-Portable-Entertainment/dp/B0CRF732V7,,4.6,(797)
"Xiaomi Redmi Pad 2 Only WiFi (No Calls or Text) 11"" 2.5K Octa Core 4 Speakers Global ROM 9000mAh Bluetooth 5.3 8MP Model 25040RP0AL (Graphite Gray, 256GB + 8GB) ",https://www.amazon.sa//-/en/Xiaomi-Speakers-Bluetooth-25040RP0AL-Graphite/dp/B0F9B9QDNK,,4.6,(797)
"Microsoft Surface Pro 7 Plus Intel 11Th Gen Quad Core i7-1165G7 2.8 GHz, 16GB, 512GB SSD, 12.3"" TRA Window 10 PRO - Platinum | 1ND-00006 (Renewed) ",https://www.amazon.sa//-/en/Microsoft-Surface-Intel-i7-1165G7-Window/dp/B0GDNWN4B6,,4.6,(797)
"Lenovo Idea Tab, 11 INCH, 2.5K, POLAR BLUE, MediaTek Dimensity 6300 OC, 8GB Ram, 256GB Storage, with Call Feature, 5G, 7040 mAh Battery, Keyboard Case and Pen, TB336ZU, ZAFM0356SA ",https://www.amazon.sa//-/en/Lenovo-MediaTek-Dimensity-TB336ZU-ZAFM0356SA/dp/B0FLVW3ZVP,,4.6,(797)
"ALLDOCUBE Tablet 8.4 Inch, Android 15, 16GB RAM+256GB Storage, 6050mAh Battery, Support GPS/Face Recognition/4G LTE ",https://www.amazon.sa//-/en/ALLDOCUBE-Android-Storage-6050mAh-Recognition/dp/B0FKT8NH45,,4.6,(797)
"XIAOMI Pad 7, 11-inch Tablet, Wi-FI, 256 GB, 8 GB RAM, Grey ",https://www.amazon.sa//-/en/XIAOMI-Pad-11-inch-Tablet-Wi-FI/dp/B0DZ144ZMX,,4.6,(797)
"HUAWEI MatePad SE 11'' 8+128GB Grey Tablet, M-Pen lite, FullView Display, Large Capacity Battery with Pen ",https://www.amazon.sa//-/en/HUAWEI-MatePad-FullView-Display-Capacity/dp/B0D4ZKKTGH,,4.6,(797)
"REDMAGIC Astra Gaming Tablet, 12GB RAM+256GB ROM, Snapdragon 8 Elite, 2.4K, OLED, 9.06'', Eclipse ",https://www.amazon.sa//-/en/REDMAGIC-Gaming-Tablet-Snapdragon-Eclipse/dp/B0F8QH1KTX,,4.6,(797)
"Samsung Galaxy Tab S10 FE+ 13.1” 128GB WiFi Android Tablet, Large Display, Long Battery Life, Exynos 1580 Processor, IP68, S Pen for Note-Taking, US Version, 2 Yr Manufacturer Warranty, Silver ",https://www.amazon.sa//-/en/Samsung-Processor-Note-Taking-Manufacturer-Warranty/dp/B0DVZWJL91,,4.7,(111)
"Brave T3 Ultra 256GB 8GB + 8GB RAM 11.97"" LTE Tablet Grey with Keyboard ",https://www.amazon.sa//-/en/Brave-Ultra-256GB-Tablet-Keyboard/dp/B0F7RMTRHX,,4.7,(111)
"Samsung Galaxy Tab A11 8.7"" 64GB/4GB Wi-Fi Prateado ",https://www.amazon.sa//-/en/Samsung-Galaxy-64GB-Wi-Fi-Prateado/dp/B0FWSD2KK3,,4.7,(111)
"TABWEE T50 Android 16 Tablet 11 Inch, 24GB RAM (6+18GB Expandable) 128GB ROM (2TB TF), Octa-Core Gaming Tablet, 90Hz Eye-Care Screen, 8000mAh Battery, OTG Reverse Charge, Gemini AI, 4-Year Warranty ",https://www.amazon.sa//-/en/TABWEE-T50-Expandable-Octa-Core-Eye-Care/dp/B0G2M446Z1,,4.7,(111)
"PEICHENG Android 14.0 Tablet 7"", RAM 8GB(3+5Expand)+32GB ROM Tablets, Dual Camera, 1024 x 600 IPS Display Screen, 1TB Expand, Tablet with Case (Black) ",https://www.amazon.sa//-/en/PEICHENG-Android-5Expand-Tablets-Case/dp/B0DT464XW3,,4.7,(111)
"Samsung Galaxy Tab A11+, 5G, Android Tablet, Gray, 6GB RAM, 128GB Storage, 11"" Screen (KSA Version) ",https://www.amazon.sa//-/en/Samsung-Galaxy-Android-Storage-Version/dp/B0FZBKF7ZF,,4.7,(111)
"Lenovo Tab, 10-inch, LUNA GREY, MediaTek® G85 OC 2.0GHz, 4GB Ram, 128GB Storage, WIFI, 5100 mAh Battery, TB311FU,with Kids Bumper Case, ZAEH0086SA ",https://www.amazon.sa//-/en/Lenovo-10-inch-MediaTek%C2%AE-TB311FU-ZAEH0086SA/dp/B0DQQ9DXTX,,4.7,(111)
"Samsung Galaxy Tab S11 (CAD version and warranty) - Graphite, 128 GB, 11 inch Android Tablet, Galaxy AI enhancements, AMOLED 2X 120 Hz, Dex mode, re-designed S stylus included ",https://www.amazon.sa//-/en/Samsung-Galaxy-Tab-version-warranty/dp/B0FLVQLYCV,,4.7,(111)
"Brave T3 Pro 128GB 4GB+4GB RAM 10.1"" LTE Tablet Dark Grey ",https://www.amazon.sa//-/en/Brave-128GB-10-1-Tablet-Dark/dp/B0F7RNW7H9,,4.7,(111)
"HUAWEI MatePad SE 11 4GB+128GB Kid Tablet, M-Pen lite, FullView Display，Large Capacity Battery，Kids Corner, 1-Year Amazon Exclusive Huawei Care+ ",https://www.amazon.sa//-/en/HUAWEI-FullView-Display%EF%BC%8CLarge-Battery%EF%BC%8CKids-Exclusive/dp/B0G9T81DGC,,4.7,(111)
"REDMAGIC Astra Gaming Tablet, 16GB RAM+512G ROM, Snapdragon 8 Elite, 2.4K, OLED, 9.06'', Eclipse ",https://www.amazon.sa//-/en/REDMAGIC-Gaming-Tablet-Snapdragon-Eclipse/dp/B0F8QFN64V,,4.7,(111)
"10.1 Inch Tablet, 4GB RAM 128GB Storage, Eight-Core Processor,1280x800 IPS Screen, WIFI, GPS, Dual SIM Card Slots, Metal Housing (Gold) ",https://www.amazon.sa//-/en/Storage-Eight-Core-Processor-1280x800-Housing/dp/B0BJ74GJ6Q,,4.7,(111)
"Oteeto TAB 11 Pro Tablet/10.1 Inch IPS LCD/8GB RAM + 512 GB ROM/5G Network/6000 mAh/8MP Front + 13MP Rear Camera/Octa Core 1.3GHz/Android 13/Includes Keyboard,Touch Pen,Mouse (Gray) ",https://www.amazon.sa//-/en/TAB-11-Pro-Network-Keyboard/dp/B0CW34WJHS,,4.7,(111)
"Tablet Lenovo ZAFR0389ES 11"" 8 GB RAM 128 GB Grey ",https://www.amazon.sa//-/en/Tablet-Lenovo-ZAFR0389ES-RAM-Grey/dp/B0G6BS48TS,,4.7,(111)
XIAOMI Redmi Pad 2 Tablet 8GB RAM 256GB ROM; 11 Inch FHD+ 90Hz 2.5K Crystal Clear Display; Snapdragon 680 6nm 8MP; 9000mAh; Battery Four Speakers; Purple (WiFi Version) ,https://www.amazon.sa//-/en/Crystal-Display-Snapdragon-9000mAh-Speakers/dp/B0FFB6XVS4,,4.7,(111)
"Lenovo Tab One, 8.7 INCH, HD, 1340x800, LUNA GREY, MediaTek® G85 OC 2.0GHz, 4GB Ram, 128GB Storage, WIFI, 5100 mAh Battery, with Clear Case, TB305FU, ZAF00125SA ",https://www.amazon.sa//-/en/Lenovo-1340x800-MediaTek%C2%AE-TB305FU-ZAF00125SA/dp/B0FLVW1QTM,,4.7,(111)
"Samsung Galaxy Tab A11 4G LTE (2026) 64GB, 4GB, Wi-Fi + LTE | 8.7"" 90Hz Android Tablet, Octa-core 6nm, Dual Speakers | International Model Unlocked for T-Mobile & GSM Only | 20W Charger Bundle (Gray) ",https://www.amazon.sa//-/en/Samsung-Octa-core-Speakers-International-Unlocked/dp/B0G2RPRM6Q,,4.7,(111)
"Apple 2022 11-inch iPad Pro (Wi-Fi, 128GB) - Space Gray (4th generation) (Renewed) ",https://www.amazon.sa//-/en/Apple-2022-11-inch-Wi-Fi-128GB/dp/B0CQ2XBWJ5,,4.7,(111)
